pmid,pmcid,Title,pmid_citing,pmcid_citing,title_citing,citation,Retraction_Watch,Retraction_Watch_hierarchy,Retraction_Watch_citing,Retraction_Watch_citing_hierarchy,Category_openai,Justification_openai,Category_gemini,Justification_gemini,alignment,bert
27633248,5024514,A candidate Chinese medicine preparation-Fructus Viticis Total Flavonoids inhibits stem-like characteristics of lung cancer stem-like cells,32256687,7106815,Predictive QSAR model confirms flavonoids in Chinese medicine can activate voltage-gated calcium (CaV) channel in osteogenesis,"In particular, flavonols are a class of flavonoids, and some compounds, e.g. kaempferol, quercetin, quercetrin, rutin and myricetin are commonly found in Hippophae rhamnoides, Hypericum perforatum, and Cacumen platycladi [2]. In addition, from Fructus viticis and Perilla frutescens, various flavones such as apigenin, isovitexin, luteolin and vitexin could be obtained [3, 4]. Favones is another class of flavonoids that could be found easily in Radix scutellariae and Cuscuta chinensis.","+Paper Mill
+Manipulation of Images
+Investigation by Third Party
+Duplication of Image",{'Other'},,,Other,"The provided context discusses general information about flavonoids and their sources, with no explicit mention of data, results, methods, or claims directly derived from or built upon <RA>. There are no phrases indicating use of specific data, findings, or methodologies from <RA>; thus, the citation function does not clearly align with the defined categories.",Other,"The provided text discusses the presence of flavonoids in various plants and lists specific compounds and their sources. There is no explicit mention of using data, results, methods, or showing consistency with a retracted article <RA>. The citation context is insufficient to determine the function.",TRUE,Other
27498977,5021252,MicroRNA-107 inhibits tumor growth and metastasis by targeting the BDNF-mediated PI3K/AKT pathway in human non-small lung cancer,33986844,8112155,Downregulation of high mobility group box 1 enhances the radiosensitivity of non-small cell lung cancer by acting as a crucial target of microRNA-107,"miR-107 is aberrantly expressed in various malignancies and can function as a tumor suppressor or oncogene by regulating cellular proliferation and invasiveness. In NSCLC, miR-107 inhibits tumor growth and metastasis by regulating the brain-derived neurotrophic factor (BDNF)-mediated PI3K/AKT pathway, demonstrating that the miR-107/BDNF axis may contribute to NSCLC tumorigenesis (19). Additionally, targeting CDK8 via miR-107 may promote the reversal of chemoresistance, and provide a biomarker for cisplatin responsiveness in patients with NSCLC (20). Thus in the present study, bioinformatics analysis was performed using the TargetScan database to predict potential upstream regulators of HMGB1. Among the conserved candidates (miR-107, miR-103 and miR-142-3p), miR-107 was selected as a putative regulator of HMGB1, which was based on the results of a study indicating that miR-107 plays a tumor suppressor role by inhibiting tumor growth and metastasis in NSCLC (19). As shown in Fig. 3A, the HMGB1 3'-UTR contains a putative binding sequence for miR-107.","+Paper Mill
+Objections by Third Party
+Investigation by Third Party
+Duplication of Image
+Concerns/Issues About Data
+Author Unresponsive","{'Other', 'Data'}",,,Uses_Methods,"The citing paper states that the selection of miR-107 as a regulator was ""based on the results of a study indicating that miR-107 plays a tumor suppressor role,"" and explicitly references the study (19) to support the bioinformatics analysis, indicating it employed the methodology or findings from <RA> to inform its own experimental approach.",Uses_Results,"The citing paper states that miR-107 was selected as a putative regulator of HMGB1 ""based on the results of a study indicating that miR-107 plays a tumor suppressor role by inhibiting tumor growth and metastasis in NSCLC (19)."" This directly references and relies on the findings reported in the retracted article.",FALSE,Other
28114937,5259972,Decreased expression of miR-939 contributes to chemoresistance and metastasis of gastric cancer via dysregulation of SLC34A2 and Raf/MEK/ERK pathway,30896792,6438417,Induction/reversal of drug resistance in gastric cancer by non-coding RNAs (Review),"The overexpression of miR-204 has been shown to enhance sensitivity to 5-FU in GC by inhibiting the EMT signaling pathway, and this effect is mediated by transforming growth factor-β (TGF-β) and by targeting TGF-β receptor 2 (TGF-βR2) directly (117). miR-939 inhibits the Raf/mitogen-activated protein kinase kinase (MAP2K/MEK/MAPKK)/ERK signaling pathway to target solute carrier family 34 member 2 (SLC34A2), thereby decreasing the resistance of GC cells to 5-FU (118). The overexpression of miR-31 weakens resistance to 5-FU by decreasing the expression of RhoA in GC (119).","+Unreliable Data
+Duplication of Image
+Concerns/Issues About Image
+Concerns/Issues About Data","{'Data', 'Other'}",,,Other,"The provided citation context discusses the biological mechanisms and signaling pathways involved in gastric cancer (GC) and resistance to 5-FU, but it does not explicitly mention using, building upon, comparing results, or employing methods from the retracted article <RA>. There are no phrases indicating direct data use, result comparison, methodological adoption, or alignment with <RA>; thus, the function does not clearly fit the specified categories.",Uses_Results,"The citing paper describes the findings of other studies (117, 118, 119) regarding the effects of different microRNAs on 5-FU resistance in GC. While it doesn't explicitly state it's using the *data* or *methods* from the retracted article, it is presenting and discussing the *results* or *findings* reported in those articles as part of its own narrative. The phrasing ""has been shown to enhance sensitivity"" and ""inhibits the Raf/mitogen-activated protein kinase kinase (MAP2K/MEK/MAPKK)/ERK signaling pathway to target solute carrier family 34 member 2 (SLC34A2), thereby decreasing the resistance"" directly refers to the outcomes reported in the cited works.",FALSE,Other
28115850,5221813,Gold-quercetin nanoparticles prevent metabolic endotoxemia-induced kidney injury by regulating TLR4/NF-kB signaling and Nrf2 pathway in high fat diet fed mice,32685466,7322586,Negative Regulation of Tec Kinase Alleviates LPS-Induced Acute Kidney Injury in Mice via theTLR4/NF-κB Signaling Pathway,"TLR4, a member of the Toll-like receptor family of transmembrane proteins, recognizes pathogens, such as LPS, and is responsible for the inflammatory cascade in sepsis [37–39]. TLR4 can bind to its adaptor, MyD88, and participates in downstream signaling and mediates the activation of a transcriptional factor, such as NF-κB, mediating the expression of proinflammatory cytokines, such as TNF-α and IL-1β [40–42]. Our previous study identified that endogenous ligands, such as LPS and high mobility group box-1 protein, can also activate the TLR4 pathway [32].",+Duplication of Image,{'Other'},,,Other,"The provided citation context discusses general background information about TLR4, its function, and its activation pathways, including references to prior studies and mechanisms. There is no explicit mention of using data, results, or methods from <RA>, nor does it indicate that the authors are aligning their findings with or building upon specific conclusions from <RA>. The references serve to contextualize the topic rather than directly utilize or re-analyze the retracted article.",Other,"The provided text discusses the role of TLR4 in inflammation and sepsis, referencing multiple articles ([37-39], [40-42], [32]). It also mentions ""Our previous study"" which identified endogenous ligands activating the TLR4 pathway. However, there is no explicit mention or indication that any of these references, including the one potentially corresponding to <RA>, are being used for their data, results, methods, or to show consistency. The context is descriptive of the biological pathway and the citing authors' prior work.",TRUE,Other
28179900,5263160,Production of Potent Antimicrobial Compounds from Streptomyces cyaneofuscatus Associated with Fresh Water Sediment,36338578,9634281,"First report on isolation of Mucor bainieri from honeybees, Apis mellifera: Characterization and biological activities","To get a total culture crude extract, the organic layer was collected and evaporated to dryness under reduced pressure at 40–45 °C using a rotary evaporator (Heidolph VV2001, Germany). The metabolites in the extracts of the fungal isolate were analyzed, quantified and identified by GC–MS, as described by Hamed et al. [27] and Zothanpuia et al. [28] with minor modifications. The fungal crude extract was dissolved in spectroscopy-grade methanol.","+Unreliable Data
+Investigation by Journal/Publisher
+Error in Methods","{'Data', 'Methods', 'Other'}",,,Other,"The provided context references the analysis and identification of metabolites ""as described by Hamed et al. [27] and Zothanpuia et al. [28]"" with minor modifications, but does not specify using data, results, or methods from the retracted article <RA>. The mention appears to be a general citation to prior work for methodological or procedural background, which does not align with the specific functions of data, results, methods, or consistency outlined in the categories.",Uses_Methods,"The citing paper states that ""The metabolites in the extracts of the fungal isolate were analyzed, quantified and identified by GC–MS, as described by Hamed et al. [27] and Zothanpuia et al. [28] with minor modifications."" This indicates that the methodology or procedure described in the retracted article [27] was followed, albeit with minor modifications.",FALSE,Other
26597684,5065035,Norepinephrine Protects Cerebral Autoregulation and Reduces Hippocampal Necrosis after Traumatic Brain Injury via Blockade of ERK MAPK and IL-6 in Juvenile Pigs,31115824,6868312,Cerebral Perfusion Pressure Directed Therapy Modulates Cardiac Dysfunction After Traumatic Brain Injury To Influence Cerebral Autoregulation in Pigs,"Prior unrelated studies indicated an association between upregulation of ERK MAPK with increased CSF IL-6 after FPI [17]. More recently, we have observed that increased CSF IL-6 contributed to impairment of cerebral autoregulation and histopathology after FPI [25]. Phe blocks upregulation of ET-1, release of activated oxygen, ERK MAPK phorphorylation and impairment of K channel function to result in prevention of impairment of cerebral autoregulation and histopathology in the female, but aggravates these indices of outcome in the male after FPI via augmented activation of these deleterious signaling pathway sequence [23].","+Concerns/Issues About Results
+Concerns/Issues About Data
+Author Unresponsive","{'Data', 'Results', 'Other'}",,,Other,"The provided context references prior studies and observations related to ERK MAPK and other signaling pathways but does not explicitly state that the citing paper is using data, results, or methods from <RA>, nor does it indicate that the paper's findings are consistent with or directly building upon <RA>. The mention of <RA> appears to be part of a general background or literature context rather than a specific use or analysis of <RA>.",Uses_Results,"The citing paper states ""Prior unrelated studies indicated an association between upregulation of ERK MAPK with increased CSF IL-6 after FPI [17]."" This directly refers to findings or results reported in the prior study, which is now retracted.",FALSE,Shows_Consistency
27307751,4888717,MicroRNA-200b Acts as a Tumor Suppressor in Osteosarcoma via Targeting ZEB1,31421682,6698342,MicroRNA-200b and microRNA-200c are up-regulated in PCOS granulosa cell and inhibit KGN cell proliferation via targeting PTEN,"Increased expression of miR-200b was observed in PCOS GCs, and the previous study showed that the expression of miR-200c was also up-regulated, both of which contributed a lot to insulin resistance, one of the typical characteristics of PCOS [20, 24, 25]. In addition, miR-200b and miR-200c were closely related to proliferation. Li Y et al. reported that miR-200b inhibited the proliferation of osteosarcoma cells via targeting ZEB1, while another study indicated that over-expression of miR-200c significantly suppressed cells proliferation in lung cancer [26, 27]. However, a large number of studies about miR-200b and miR-200c were mainly focused on cancer, while it was relatively limited in PCOS.","+Paper Mill
+Original Data not Provided
+Duplication of Image","{'Other', 'Data'}",,,Other,"The citation mentions previous studies (e.g., Li Y et al. and others) that reported on miR-200b and miR-200c's roles in cancer, but it does not explicitly state that it is using, building upon, or directly comparing results, data, or methods from the retracted article <RA>. Instead, it references prior research generally, without indicating a specific use of the retracted paper's findings or methodology.",Uses_Results,"The citing paper refers to ""the previous study showed that the expression of miR-200c was also up-regulated"" and ""another study indicated that over-expression of miR-200c significantly suppressed cells proliferation in lung cancer"". These phrases indicate the citing paper is referencing findings or results reported in other studies, which could include the retracted article. The phrase ""result extension from <RA>"" is also listed as an example for Uses_Results, and the citing paper discusses how these miRNAs relate to proliferation, which could be an extension of prior findings.",FALSE,Other
28298638,5428305,pNaKtide Attenuates Steatohepatitis and Atherosclerosis by Blocking Na/K-ATPase/ROS Amplification in C57Bl6 and ApoE Knockout Mice Fed a Western Diet,32635162,7369895,Elucidating Potential Profibrotic Mechanisms of Emerging Biomarkers for Early Prognosis of Hepatic Fibrosis,"Therefore, CTS could potentially be exploited to exasperate the wound healing response in hepatic fibrosis by accelerating fibroblast proliferation, migration, and collagen production in the liver. Several pathways and mechanisms have been described to unravel molecular mechanisms involved in the pathogenesis of liver fibrosis [15,48,158,159,160]. Elevated levels of circulating CTS potentially contribute to disease progression, such as in various chronic inflammatory conditions like obesity, hypertension, NASH, cardiovascular disease, and further stimulate the proinflammatory and profibrotic response [91,92,93,99,102,161,162,163,164].","+Unreliable Data
+Concerns/Issues About Image","{'Data', 'Other'}",,,Other,"The provided context discusses pathways and mechanisms involved in liver fibrosis and mentions elevated circulating CTS levels contributing to disease progression, but it does not explicitly reference, analyze, or build upon specific data, results, or methods from <RA>. There are no phrases indicating use of data, results, or methods from <RA>, nor does it suggest the citing paper is aligning with or re-analyzing findings from <RA>.",Other,"The provided text discusses potential mechanisms and disease associations related to CTS, citing multiple references. There is no explicit mention of using data, results, methods, or showing consistency with a specific retracted article <RA>. The context is too general to assign it to the other categories.",TRUE,Other
27673564,5056994,miR-181a Induces Macrophage Polarized to M2 Phenotype and Promotes M2 Macrophage-mediated Tumor Cell Metastasis by Targeting KLF6 and C/EBPα,36689234,9896847,Investigation of the Protective Effect of Extracellular Vesicle miR-124 on Retinal Ganglion Cells Using a Photolabile Paper-Based Chip,"Upregulation of miR-125a-5p can diminish M1 polarization and promote IL-4–induced M2 marker expression.50 miR-181a-5p overexpression in M1 macrophages may diminish M1 phenotype expression while promoting polarization of the M2 phenotype.51 miR-124, miR-182, and miR-181a-5p were capable of synchronizing with M2 regulation, resulting in an acute initial downregulation, but slowly proceeded into returning to baseline during the recovery period.","+Manipulation of Images
+Duplication of Image
+Concerns/Issues About Data","{'Other', 'Data'}",,,Other,"The citation includes references to specific microRNAs and their regulatory effects but does not explicitly mention using data, results, or methods from <RA>, nor does it state that the findings are consistent with or directly build upon <RA>. The context appears to cite prior research generally related to microRNA regulation without indicating a direct use or re-analysis of <RA>'s content.",Uses_Results,"The citing paper discusses the effects of specific microRNAs (miR-125a-5p, miR-181a-5p, miR-124, miR-182) on macrophage polarization, stating that these microRNAs ""were capable of synchronizing with M2 regulation, resulting in an acute initial downregulation, but slowly proceeded into returning to baseline during the recovery period."" This description directly refers to observed outcomes or findings related to the biological processes, aligning with the definition of ""Uses_Results"" which involves using, building upon, or comparing specific findings or conclusions.",FALSE,Other
27906093,5134063,microRNA-140-5p inhibits colorectal cancer invasion and metastasis by targeting ADAMTS5 and IGFBP5,35966504,9365118,IGFBP5 is Upregulated and Associated with Poor Prognosis in Colorectal Cancer,"In colon cancer, the exogenous expression of IGFBP5 activating the Wnt/β-catenin signaling transduction, promoting proliferation and inhibiting apoptosis in LoVo cells.19 Previous studies have indicated that IGFBP5 may be involved in promoting the progression and metastasis of CRC20–22 Nevertheless, to the best of our knowledge, no research has been conducted on the expression of IGFBP5 in CRC.",+Concerns/Issues About Image,{'Other'},,,Other,"The citation references prior studies indicating a general involvement of IGFBP5 in CRC progression but does not specify using data, results, methods, or claiming consistency with the retracted article. The context suggests a general background or literature review rather than a direct use of the <RA> for data, results, methods, or confirming its findings.",Other,"The provided text discusses the role of IGFBP5 in colon cancer and mentions previous studies indicating its involvement in CRC progression and metastasis. However, it does not explicitly state that the citing paper is using data, results, methods, or showing consistency with a specific retracted article <RA>. The citations (19-22) are not directly linked to a statement about using <RA>.",TRUE,Other
27683220,5159552,AKAP12 mediates PKA-induced phosphorylation of ATR to enhance nucleotide excision repair,30798934,7048968,cAMP-mediated regulation of melanocyte genomic instability: A melanoma-preventive strategy,"Our evidence suggests that AKAP12 acts as a scaffold for ATR to enhance the PKA-ATR interaction. This interaction is important for NER enhancement and attenuating UV-induced mutagenesis (Jarrett et al., 2016). Given the central role of XPA and ATR in NER, the discovery of AKAP12 as a scaffold protein that facilitates XPA’s transport to damage introduces a novel regulatory mechanism for NER. In so doing, AKAP12 provides an appropriate “microenvironment” to enable interactions between ATR and XPA and optimize assembly of DNA repair complexes. It is uncertain how AKAP12 enhances NER; however, we provide evidence that AKAP12 promotes the interaction between XPA and ERCC1-XPF (Jarrett et al., 2016). As ERCC1-XPF is the endonuclease that is catalyzes the 5′ incision step of NER, we reasoned AKAP12 might be functionally necessary for cAMP-enhancement of ERCC1-XPF incision. As NER is the DNA repair pathway that is active against helical-distorting lesions, we tested whether MC1R-cAMP signaling may affect the repair of other types of damage that are NER-relevant. Since platinum-containing chemotherapeutics form helix-distorting lesions via both intra- and interstrand crosslinks, we evaluated the effect of cAMP signaling on melanocyte DNA repair responses to platinum compounds (Jarrett et al., 2016). By using an intrastrand lesion-specific cisplatin-DNA antibody that recognizes the 1,2-d(GpG) cross-links, we were able to measure the repair of cisplatin-damaged DNA.","+Original Data not Provided
+Misconduct by Author
+Misconduct - Official Investigation/Finding
+Investigation by Company/Institution
+Falsification/Fabrication of Data","{'Data', 'Other'}",,,Uses_Methods,"The citing paper references the methodology described in <RA>, specifically mentioning ""using an intrastrand lesion-specific cisplatin-DNA antibody"" to measure DNA repair, which indicates it is employing a technique or protocol from <RA>.",Uses_Results,"The citing paper discusses how ""AKAP12 provides an appropriate 'microenvironment' to enable interactions between ATR and XPA and optimize assembly of DNA repair complexes"" and that ""AKAP12 promotes the interaction between XPA and ERCC1-XPF,"" which are presented as findings or conclusions from the retracted article. The citing paper then proceeds to test hypotheses based on these findings, such as whether AKAP12 is functionally necessary for cAMP-enhancement of ERCC1-XPF incision and how cAMP signaling affects DNA repair responses to platinum compounds. This indicates the citing paper is building upon and investigating the results presented in the retracted article.",FALSE,Other
28368401,5558096,circRNA_100290 plays a role in oral cancer by functioning as a sponge of the miR-29 family,32963595,7490787,circKMT2D contributes to H2O2-attenuated osteosarcoma progression via the miR-210/autophagy pathway,"Salmena et al (13) proposed the competitive endogenous RNA mechanism (ceRNA mechanism) theory that gene transcripts, such as long-chain non-coding RNA, can influence mRNA expression by binding microRNAs (miRs) through competitive sponge attachment. In recent years, circRNAs have also been found to regulate mRNA expression through miRNA adsorption (14). A previous study has demonstrated that circ_0002052 inhibits OS progression by sponging miR-1205(15).","+Error in Methods
+Error in Image
+Error in Analyses","{'Other', 'Methods'}",,,Other,"The citation discusses prior studies and general mechanisms related to circRNA and miRNA interactions but does not explicitly state that it is using data, results, or methods from <RA>, nor does it claim consistency with or build directly upon <RA>. The context appears to reference background or related concepts rather than a specific use of <RA>.",Uses_Methods,"The citing paper describes the ""competitive endogenous RNA mechanism (ceRNA mechanism) theory"" proposed by Salmena et al. (13) as the theoretical framework for their discussion of circRNAs regulating mRNA expression. This indicates they are referencing the foundational theoretical approach or concept introduced in the retracted article.",FALSE,Uses_Results
28651608,5485714,Linc00152 promotes malignant progression of glioma stem cells by regulating miR-103a-3p/FEZF1/CDC25A pathway,38322836,10844031,Expression of lncRNAs in glioma: A lighthouse for patients with glioma,"Importantly, HOTAIR is highly expressed in serum exosomes of patients with GBM and can be used as a peripheral tumour marker [18,19]. LINC00152 acts as an oncogene through a 3′-hairpin structure [20] and the miR-103a-3p/FEZF1/CDC25A axis [21]. Regulated by EGFR, NEAT1 is critical for glioma cell growth and invasion by binding to EZH2 and increasing the WNT/β-catenin signaling pathway [22].","+Unreliable Data
+Duplication of Image","{'Data', 'Other'}",,,Other,"The citation context discusses various molecular markers and pathways related to glioma, but does not explicitly mention using data, results, or methods from <RA>, nor does it state that the findings are consistent with or build upon <RA>. The references are presented as background information or related studies without indicating a direct use or re-analysis of <RA>.",Other,"The provided text discusses the roles of HOTAIR, LINC00152, and NEAT1 in glioma. It cites references [18, 19, 20, 21, 22] for these statements. Without knowing which of these references is the retracted article <RA>, it is impossible to determine how <RA> is being used. The text itself does not contain any phrases that directly indicate the use of data, results, methods, or consistency with a specific retracted article.",TRUE,Other
27191746,5239562,The role of CEUS in characterization of superficial lymph nodes: a single center prospective study,29268551,5720961,Evaluation of supplementary diagnostic value of contrast-enhanced ultrasound for lymph node puncture biopsy,"However, in malignant as well as benign enlarged lymph nodes, the Doppler signal is limited because of the low flow velocity of blood, especially in cases where only some parts of the lymph node were infiltrated by tumour (1). Contrast enhanced ultrasound (CEUS), a modern imaging method for investigation of tissue microvascular perfusion in real time, was demonstrated to be feasible in the differentiation of benign from malignant lymph nodes (2). The qualitative evaluation and differential diagnosis of lymph nodes are fundamental in the diagnosis because they influence not only the assessment of the oncologic stage and prognosis, but also the selection of appropriate invasive tests and treatment monitoring strategies (3). Recent literature has indicated the possibility of differentiating malignant nodes from benign ones by observing the enhanced patterns on CEUS. All authors agree that “hilar normal”, i.e., a single vascular pole around hilum with linear and regular branches, is a sign of benignity; in contrast, multiple peripheral poles with distortion and displacement of the internal vessels—these being responsible for the “inhomogeneous spotted or cycle-like enhancement”—generally indicate malignancy (2,6). Clinically, most diagnoses of lymphomas require histologic examination after surgical removal of the nodes, whereas cytologic examination after core-needle puncture biopsy is generally sufficient for the diagnosis of metastatic and tuberculous nodes.",+Plagiarism of Data,{'Data'},,,Other,"The citation discusses general concepts related to lymph node imaging and diagnostic criteria, referencing multiple studies and established signs (e.g., ""hilar normal"" sign, patterns of enhancement) without explicitly indicating use of specific data, results, or methods from the retracted article <RA>. The context does not show direct use, comparison, or adaptation of <RA>'s findings, data, or methodology, nor does it emphasize consistency with <RA>.",Uses_Results,"The citing paper refers to the findings of the retracted article by stating ""All authors agree that 'hilar normal', i.e., a single vascular pole around hilum with linear and regular branches, is a sign of benignity; in contrast, multiple peripheral poles with distortion and displacement of the internal vessels—these being responsible for the 'inhomogeneous spotted or cycle-like enhancement'—generally indicate malignancy (2,6)."" This directly uses the results and conclusions presented in the retracted article to support its own discussion on differentiating malignant from benign lymph nodes.",FALSE,Other
27926508,5356845,MicroRNA-497 inhibits thyroid cancer tumor growth and invasion by suppressing BDNF,32724437,7377051,"MicroRNA-147 targets BDNF to inhibit cell proliferation, migration and invasion in non-small cell lung cancer","Upregulation of BDNF attenuated the inhibitory effect of miR-147 on cell proliferation, invasion and migration in NSCLC. Similarly, BDNF has been reported to impair the inhibitory effect of miR-497 on cell invasion and tumor growth in thyroid cancer (31). Furthermore, miR-613 inhibited carcinogenesis of gastric cancer by inhibiting BDNF expression (32). miR-147 also inhibited the progression of NSCLC by targeting BDNF.","+Results Not Reproducible
+Paper Mill
+Investigation by Third Party
+Investigation by Journal/Publisher
+Duplication of Image","{'Other', 'Results'}",,,Other,"The citing paper discusses the role of BDNF in cancer progression and references findings from other studies (including <RA>) to support the general biological context, but there is no explicit mention of using, building upon, or directly analyzing data, results, or methods from <RA>. The context suggests a general comparison or background information rather than a specific use of <RA>'s data, results, or methodology.",Uses_Results,"The citing paper mentions that ""BDNF has been reported to impair the inhibitory effect of miR-497 on cell invasion and tumor growth in thyroid cancer,"" which directly refers to a reported finding or result from a previous study (presumably the retracted article, indicated by the citation number (31)). This aligns with the definition of using results from <RA>.",FALSE,Other
28781618,5526179,MicroRNA-22 inhibits cell growth and metastasis in breast cancer via targeting of SIRT1,33869205,8047209,Inhibiting miR-22 Alleviates Cardiac Dysfunction by Regulating Sirt1 in Septic Cardiomyopathy,"Sirt1 regulates many actions in sepsis-induced cardiomyopathy, such as alleviating inflammation, inhibiting apoptosis, depressing oxidative damage, and repressing endoplasmic reticulum stress (Han et al., 2017). Some studies have also indicated that miR-22 inhibits breast cancer cell proliferation and suppress renal cell carcinoma by target sirt1 (Hariharan et al., 2011; Zhang S. et al., 2016; Zou et al., 2017). Nevertheless, the effect of miR-22/sirt1 signaling on sepsis-induced myocardial injury and cardiac dysfunction remains unclear.","+Paper Mill
+Investigation by Third Party
+Duplication of Image
+Author Unresponsive",{'Other'},,,Other,"The citation of Han et al., 2017 (which is the retracted article <RA>) is used to provide background information on Sirt1's role in sepsis-induced cardiomyopathy, but there is no explicit mention of using, building upon, or directly analyzing data, results, or methods from <RA>. The context appears to be general background rather than a specific use of <RA>'s findings or methodology.",Other,"The citing paper mentions the retracted article <RA> (Han et al., 2017) in the context of Sirt1's general regulatory actions in sepsis-induced cardiomyopathy. However, it does not explicitly state that it is using data, results, methods, or that its findings are consistent with <RA>. Instead, it uses <RA> as background information to introduce a topic that is then contrasted with the current research question.",TRUE,Other
25484598,4238750,"Parkinson’s Disease: Carbidopa, Nausea, and Dyskinesia",29689093,5915280,Improvement of kynurenine aminotransferase-II inhibitors guided by mimicking sulfate esters,"This approach may be important to avoid the prospects of adverse events caused by depleting the cofactor or inhibiting off-target enzymes. Such concerns appear to be borne out by the use of carbidopa in patients with Parkinson’s disease, as it is able to permanently deactivate PLP, and is associated with the development of dyskinesias and increasing death rates [34, 35]. Steroid compounds, such as estrogen and sulfate esters of estrogen, have also been shown to inhibit a variety of PLP-dependent enzymes [36], including the KAT enzymes.","+Updated to Retraction
+Investigation by Journal/Publisher
+Conflict of Interest
+Concerns/Issues about Referencing/Attributions
+Upgrade/Update of Prior Notice
+Unreliable Results
+Investigation by Journal/Publisher
+Concerns/Issues About Image
+Concerns/Issues About Data
+Cites Retracted Work","{'Other', 'Data', 'Results'}",,,Other,"The citation mentions the use of carbidopa and other steroid compounds as examples of substances that inhibit PLP-dependent enzymes, referencing <RA> to support this claim. However, it does not specify that it is directly using data, results, or methods from <RA>, nor does it indicate that it is re-analyzing findings or adopting methodologies from <RA>. Instead, <RA> is cited as a source of background information or supporting evidence, which aligns with an ""Other"" classification.",Other,"The citing paper mentions the use of carbidopa in patients with Parkinson's disease and its association with adverse events, citing [34, 35]. However, it does not explicitly state that it is using data, results, methods, or showing consistency with the content of the retracted articles. The context suggests these citations are providing background information or examples of adverse events related to certain compounds, rather than directly engaging with the retracted work's specific contributions.",TRUE,Other
26617713,4637528,Anticancer activity of NOB1-targeted shRNA combination with TRAIL in epithelial ovarian cancer cells,29254193,5731903,MicroRNA-363 inhibits ovarian cancer progression by inhibiting NOB1,"NOB1 expression is upregulated in ovarian cancer tissues and its knockdown decreased cell proliferation, colony formation and induced G1-S cell cycle arrest [30].Moreover, it increased TRAIL sensitivity in ovarian cancer cells [31]. MiR-215 inhibited in vitro ovarian cancer cell proliferation, colony formation, migration and invasion, as well as in vivo tumor growth by targeting NOB1 [32]. The ratio of firefly to renilla luciferase activities were used to determine if miR-363 regulated NOB1 expression by binding to its 3’UTR. Protein extraction and western blotting were performed as previously described [31]. Briefly, cultured cells or tissues were harvested and lysed with RIPA buffer (Beyotime, Jiangsu, China), following by quantification with BCA protein assay kit (Pierce, Bonn, Germany).",+Results Not Reproducible,{'Results'},"+Results Not Reproducible
+Duplication of/in Image
","{'Other', 'Results'}",Other,"The citation mentions that ""Protein extraction and western blotting were performed as previously described [31]"" and ""following by quantification with BCA protein assay kit,"" which indicates referencing a methodological procedure from <RA>. However, the context does not explicitly state that the citing paper is directly employing, re-analyzing, or building upon specific data, results, or conclusions from <RA>. Instead, it suggests the use of a method previously described in <RA>, fitting the ""Other"" category.",Uses_Methods,"The citing paper states ""Protein extraction and western blotting were performed as previously described [31]."" This indicates that the methodology for protein extraction and western blotting, as detailed in the retracted article [31], was followed.",FALSE,Other
28332309,5387172,"Effects of miR-145-5p through NRAS on the cell proliferation, apoptosis, migration, and invasion in melanoma by inhibiting MAPK and PI3K/AKT pathways",33732346,7903421,MicroRNA-145-5p aggravates cell apoptosis and oxidative stress in tongue squamous cell carcinoma,"Zhu et al (33) reported that curcumin inhibited the PI3K/AKT/mTOR signaling pathway by upregulating the expression of miR-145 and attenuated the development of laryngeal squamous cell carcinoma. Moreover, Liu et al (34) revealed that miR-145-5p suppressed VMM917 and CHL-1 cell proliferation, invasion and migration, and induce apoptosis by inhibiting the mitogen activated protein kinase and PI3K/AKT signaling pathways. Li et al (35) also indicated that miR-145 knockdown in NSCLC A549 cells increased cell proliferation, but reduced lactate dehydrogenase expression, apoptosis, caspase-3/-9 levels and Bax protein expression by regulating the EGFR/PI3K/AKT signaling pathway (36).","+Unreliable Results
+Objections by Third Party
+Manipulation of Images
+Concerns/Issues About Results","{'Other', 'Results'}",,,Other,"The provided citation context discusses multiple studies related to the PI3K/AKT pathway and miR-145, but it does not explicitly mention using, building upon, comparing results, or adopting methods from the retracted article <RA>. Instead, it summarizes findings from other studies without indicating a direct use or reference to <RA>’s data, results, or methodology.",Uses_Results,"The citing paper describes findings from other studies (Zhu et al, Liu et al, Li et al) that are being presented as background information and context for their own research. Phrases like ""reported that,"" ""revealed that,"" and ""indicated that"" suggest the citing paper is referencing the reported findings of these studies. While it doesn't explicitly state they are using the data or methods, it is clearly building upon or presenting the results of these prior works.",FALSE,Uses_Results
